document_id,Review text,Sentiment
1017,"it is the cinematic equivalent to jell-o , pretty to look at , but empty .",negative
1018,"it is unfortunate that this film , even with it's surprisingly strong box office has succeeded in doing what warner's thought tim burton would do with the franchise .",negative
1019,kill it .,negative
1020,"joel schumacher's "" batman & robin "" is loud , colorful , action packed , and ultimately . .",negative
1021,boring .,negative
1022,stars .,negative
1023,"long ago , films were constructed of strong dialogue , original characters , memorable plot points , and solid acting .",negative
1024,one of the best examples that hollywood now completely ignore these qualities is found in the new film where the heart is .,negative
1025,"this opus about the power of love and the redemption of family follows the tragic , and i mean tragic , life of novalee nation ( natalie portman ) .",negative
1026,"hitting the road with her hick , guitar-playing boyfriend in a rusted-out gm , novalee dreams of the blue skies of bakersfield and sipping chocolate milk beneath a plastic umbrella with her unborn baby , due in a month .",negative
1027,"stopping off at a nearby wal-mart for a quick rest , novalee's boyfriend decides to take off and leaves her there .",negative
1028,novalee then decides to secretly hole up in the wal-mart ( because she's not the brightest bulb in the stagelights ) .,negative
1029,a wacky librarian ( keith david ) comes to her rescue when she goes into labor one night while she is camped in the outdoors section of the store .,negative
1030,"then the she moves in with a family , befriends everyone in town -- including ashley judd's character ( who has five kids and still can work part-time as a nurse ) -- fights off religious freaks , survives a tornado , breaks the heart of the wacky librarian that saved her , receives an inheritance , builds a martha stewart-esque house , becomes an award-winning photographer , and manages to always look like she stepped out of a cosmo shoot , all while not once doing anything with her kid .",negative
1031,this film is terrible .,negative
1032,"the directing is awful : it seems director matt williams had an index card with six angles written on it and used every one of them , over and over and over again .",negative
1033,"we get pathetic and ugly acting by natalie portman , who can do good work .",negative
1034,a disjointed pacing of key scenes and a time structure so confusing that it would throw steve prefontaine off .,negative
1035,a subplot that actually validates the actions of the boyfriend who abandoned novalee in the wal-mart parking lot .,negative
1036,"an embarrassing display of emotions by the characters , making the audience ill .",negative
1037,"taking two great comedic screenwriters , babaloo mandel and lowell ganz , and forcing them to write drama on par with oprah's book club .",negative
1038,"altogether , it has the feeling of being trapped at home , watching a very bad television mini-series and wishing it to end , only the remote is broken .",negative
1039,"however , the main problem with the film is that it never answers the most poignant question brought up : where is the heart ?",negative
1040,no one ever seems to find it in this piece of junk .,negative
1041,"stars : armand assante ( mike hammer ) , barbara carrera ( dr .",negative
1042,"charlotte bennett ) , laurene landon ( velda ) , alan king ( charles kalecki ) , geoffrey lewis ( joe butler ) , paul sorvino ( detective pat chambers ) , judson scott ( charles hendricks ) , barry snider ( romero ) , julia barr ( norma childs ) / mpaa rating : r / review :",negative
1043,"in the 1982 updating of mickey spillane's 1947 novel "" i , the jury , "" hard-boiled detective mike hammer is a vietnam vet who drives a shiny bronze trans am , dresses like don johnson in "" miami vice "" with less pastels , and has sworn off alcohol .",negative
1044,"however , he still smokes his lucky strikes , detests all forms of authority , and kills at a whim .",negative
1045,"beyond that , the updated film retains little or no resemblance to the original pulpy page-turner by spillane , probably the most infamous and often reviled of all mystery writers .",negative
1046,"the movie starts off with a bang : a howler of an opening credits sequence that is a cheap steal from the james bond series , complete with cheesy graphics and an overbearing jazz score by bill conti ( "" rocky "" ) .",negative
1047,"after that , the movie and the book begin the same , with the murder of jack williams ( frederick downs ) , a one-armed detective and hammer's best friend .",negative
1048,"hammer declares that he will seek vengeance for jack's death , and with the help of his devoted secretary , the blond and shapely velda ( laurene landon ) , and the alternately friendly / antagonistic police chief pat chambers ( paul sorvino ) , he is immediately on the killer's trail .",negative
1049,"here the movie splits completely from the book , and dives into a convoluted and improbable tale of government conspiracy and mind control tactics involving the mafia , the cia , one of hammer's vietnam vet buddies , and a kinky sex clinic .",negative
1050,"many of the same characters from the book appear in the movie , but they take on slightly different roles .",negative
1051,"for instance , charles kalecki ( alan king ) , a numbers runner and narcotics dealer in the book , turns into a suave mob boss .",negative
1052,"and , more importantly , hammer's suspicious love interest , charlotte bennett ( barbara carrera ) , morphs from a run-of-the-mill psychiatrist into the coordinator and founder of the sex clinic .",negative
1053,""" i , the jury "" is one of several cinematic renditions of spillane's books ( including a 1953 version which was made in 3-d ) , but this film differs from those earlier versions in one major way : it includes all of the sex and violence spillane wrote about that could never be given screen treatment due to hollywood's production code .",negative
1054,"although this takes the 1982 version of "" i , the jury "" closer to the core of the original subject matter , it is in this aspect that the film received the most criticism , because it took this new license to extremes that many argued surpassed what was in the book .",negative
1055,"rest assured , the movie not only includes a great deal of nudity , but it is thoroughly violent , especially toward women .",negative
1056,"it features one woman having her neck slashed , a set of twins forced to strip before being stabbed to death by a psychotic sexual deviant programmed by the cia ( judson scott ) , and another woman shot point-blank in the belly by hammer himself .",negative
1057,"no one would deny that spillane's writing has a definite misogynistic nature , but the movie seems to take it a step further by giving it such glorious screen treatment ; its constant equation of sex and violence , much of which is played with the intention of being erotic , is quite unsettling .",negative
1058,"it's no surprise that the movie , like the book , fades to black with a dead woman on the floor .",negative
1059,""" i , the jury "" had a troubled production and was not well-supported by the studio that made it , which is one explanation why it didn't do well in theaters and many people have forgotten that it was ever made .",negative
1060,"the script was written by larry cohen , who is best known for his creatively cheesy but nonetheless effective monster movies , like "" it's alive "" ( 1974 ) and its two sequels , "" q "" ( 1981 ) , and "" the stuff "" ( 1985 ) .",negative
1061,"cohen wrote the script thinking he was going to helm the project as well , but he was yanked from the director's chair after only a week's worth of shooting because he was already $100 , 000 over budget .",negative
1062,"he was quickly replaced by richard t . heffron , who has worked for the last three decades on a handful of undistinguished movies and dozens of television projects .",negative
1063,"heffron was obviously brought in not for his talent , but because he could make the movie rapidly and efficiently .",negative
1064,it shows in the final product .,negative
1065,"cohen had personal interest in the updated version of hammer , but heffron has none .",negative
1066,"he shot the movie quickly and clumsily , and although some scenes ring true , most of them are flat , trite , and invariably dull .",negative
1067,"the movie features numerous car chases , shoot-outs , and stunts , but heffron's background in television is the dominant tone ; despite the graphic violence and full-frontal nudity , "" i , the jury , "" takes on the air of a made-for-tv quickie , with no real punch or depth .",negative
1068,"but the problems in "" i , the jury "" run deeper than the technical .",negative
1069,"the central fault in this updating is mike hammer , whose character was lost in the shuffle while updating from the fifties to the eighties .",negative
1070,"because spillane wrote all his hammer mysteries in the first person , hammer's character is central to the tale because all the events are filtered through his persona .",negative
1071,we never really get that impression in the movie -- there is no first-person voice-over narration and some scenes don't have hammer in them at all .,negative
1072,"consequently , a great deal of the texture of spillane's storytelling is lost .",negative
1073,the period updating turns out to be a detrimentally bad idea because much of hammer's moral code is thrown to the wind .,negative
1074,"despite his characterization as a hard-nosed , violent , misogynistic killer , hammer always stuck fervently to his own moral code .",negative
1075,"the title itself , "" i , the jury , "" refers to his anti-establishment notion of being his own law .",negative
1076,"unlike private eyes who seek out the bad guys and then turn them over the police , hammer both pursues the criminal and exacts the punishment .",negative
1077,"in this way , he can be seen as "" above the law , "" but he still adheres strictly to her own personal code of conduct , his own morality .",negative
1078,"the movie forgoes that aspect of his character , and hammer comes off not only as amoral in society's terms , but in any terms , especially his own .",negative
1079,"if anything , hammer always had his professionalism , but the movie does away with that in the first three minutes by showing him rolling in the sack with the wife of a client who had paid him to find out if that wife was being unfaithful .",negative
1080,"maybe the scene was intended for laughs , but it only cheapens hammer's character and is , by all accounts , a lousy way to start the movie .",negative
1081,"the blame for hammer's character can't be laid on assante's shoulders , because despite some unnecessary marlon brandon-like mumbling , he delivers a fine performance .",negative
1082,"spillane never once described hammer's physical attributes in any of the dozen books in which he appeared , so any actor could conceivably portray him .",negative
1083,"of course , because of the lack of written description , those who have read spillane's books will have a strong personal notion of what hammer looks like , and therefore almost any screen incarnation will somehow fall short of expectations ( spillane , who played the character himself in 1963's "" the girl hunters , "" is generally considered the best of the film hammers ) .",negative
1084,the rest of actors are most un-noteworthy .,negative
1085,"with the exceptions of alan king and paul sorvino , everyone who appeared in "" i , the jury "" were up-and-comers who basically went nowhere .",negative
1086,"many of them ended up working in television ( like carrera , who had a short stint on "" dallas "" in the mid-eighties ) , which only adds to the made-for-tv atmosphere of the film .",negative
1087,"maybe someday , someone will manage to get the right elements together and make an effective film rendition of a spillane book , but this is certainly not it .",negative
1088,"nostalgia for the 70s continues , as we see a revival of one of the decade's greatest achievements : the marijuana comedy .",negative
1089,"however half baked doesn't quite run with all its brain cells , and will make you appreciate the questionable talents of cheech and chong all the more .",negative
1090,the plot follows the misadventures of four ne'er-do-well stoners .,negative
1091,"there's the group's unofficial leader , thurgood ( david chappelle ) , scarface ( guillermo diaz ) , brian ( jim breuer ) , and kenny ( harland williams ) .",negative
1092,"kenny gets into trouble , when , while on a munchie run , feeds his snack foods to a diabetic police horse .",negative
1093,"when the animal keels over , he finds himself accused of killing a police officer , and facing a $1 , 000 , 000 bail .",negative
1094,"his friends promise to raise money for a 10% bail bond , but have no idea how .",negative
1095,"that is , until thurgood stumbles upon a stash of pharmaceutical marijuana being tested at the company where he works as a janitor .",negative
1096,"soon the three guys are dealing dope to raise funds , while avoiding the cops and rival dealer sampson simpson ( clarence williams iii ) .",negative
1097,"for a comedy , the film is pretty humorless .",negative
1098,not that it doesn't try . . . it's,negative
1099,just that the comic setups are obvious and the payoffs nearly all fall flat .,negative
1100,the four leads are nearly all playing the same character .,negative
1101,"only williams stands out ( while still performing on the level of his humor-free comedy rocket man ) , but that is because he's imprisoned throughout most of the film , giving a much needed change of pace ( but mostly swapping one set of obvious gags for another ) .",negative
1102,"to help out , the film is packed full of cameos .",negative
1103,"steven wright , tommy chong , janeane garofalo , willie nelson , snoop doggy dogg , and jon stewart all make appearances at one point or another .",negative
1104,"none of them work , beyond the simple "" hey , that's _____ "" level .",negative
1105,in fact the funniest work in the film comes from chappelle .,negative
1106,"not as his bland pothead lead , but in his second role , as a pot-obsessed rapper , sir smokealot .",negative
1107,"granted , it's pretty much a one-joke role , and there aren't a ton of laughs . . . but this film needs every one it can scrape up .",negative
1108,"to top it off , and in a move contrasting with the tone of the rest of the film , thurgood is given a love interest , mary jane ( rachel true ) .",negative
1109,her role is that of the public service announcement : to inform us why doing drugs ( including pot ) is wrong .,negative
1110,"her character seems fabricated merely as a defense to the "" your film promotes the use of drugs "" camp .",negative
1111,"the film would have been better off by sticking with the "" rebel "" tone it so eagerly tries to claim .",negative
1112,"yet , in the end , it doesn't really matter .",negative
1113,"watching the film clean and sober , you are bound to recognize how truly awful it is .",negative
1114,i saw this film on christmas day expecting an upbeat comedy .,negative
1115,boy was i in for a christmas dissapointment !,negative
1116,"after an hour of the movie , i was ready to change rooms-into another theater !",negative
1117,read on to see what i have to say . . . .,negative
1118,four rooms :,negative
1119,"starring : tim roth , jennifer beals , antonio banderas , quentin tarantino , valeria golino , madonna , bruce willis , marisa tomei , alicia witt , lili taylor , and ione skye .",negative
1120,possible stars ),negative
1121,""" four rooms "" was supposed to be one of the biggest hits of the year .",negative
1122,"key word here : "" supposed . """,negative
1123,"four of the biggest directors in hollywood : quentin tarantino , robert rodriguez , alexander rockwell , and alison anders were all directing one big film with a big and popular cast .",negative
1124,i guess it was all just too much because this turned out to be the biggest flop of the year and it could of been great .,negative
1125,the plot : it's new years eve and it's a bellboy's first day on the job .,negative
1126,he encounters many mysterious and kinky hotel guests as he tries to handle all his own problems .,negative
1127,"tarantino told his directors this plot , and each of them wrote a script .",negative
1128,it turned out each of them had written a dark comedy .,negative
1129,"anders wrote and directed the tale about a coven of witches ( madonna , valeria golino , alicia witt , and ione skye ) , which was the worst one out of all of them .",negative
1130,"the second room ( jennifer beals ) was better , but lacking in plot .",negative
1131,this room was about a man who accuses every man of sleeping with his wife .,negative
1132,"the third room ( antonio banderas ) was the best roomm , about two rambunctous kids that trash a hotel suite .",negative
1133,"the final one ( tarantino , willis ) was about a movie star wanting the bellboy to chop off someone's finger .",negative
1134,the movie was just plain trash .,negative
1135,there was nothing here that even makes up a quality film .,negative
1136,"it was not funny , and i didn't hear one laugh in the theater throughout the whole film .",negative
1137,"tim roth is horrible as the bumbling and mumbling bellboy , and he ruins every joke in the film .",negative
1138,the supporting cast loses meaning to the word support and the only mentionable actors/actresses are antonio banderas and jennifer beals .,negative
1139,marisa tomei appears in a stupid cameo role .,negative
1140,"this movie is the worst film of the year and the film could have been great , perhaps like a more upbeat "" plaza suite , "" but it wasn't .",negative
1141,"as trashy as it was , some people will call it classic .",negative
1142,do you call a man chopping off a finger with madonna's chest showing a classic film ?,negative
1143,look for more of ken's kritic korner coming soon !,negative
1144,please check the newsgroups under the movie reviews section for updated reviews .,negative
1145,"p . s . "" four rooms "" made number 1 on my top ten worst list of 1995 .",negative
1146,"anna and the king is at least the fourth film adaptation of margaret landon's fact based novel the king and i , and it's big , expensive and soulless .",negative
1147,"though good-looking , its lavish sets , fancy costumes and luscious cinematography can do little to compensate for the emotional wasteland that is peter krikes and steve meerson's script .",negative
1148,so much money was spent on pretty pictures that they forgot to actually make the movie interesting .,negative
1149,this is jodie foster's first movie since the jaw-droppingly brilliant contact came out more than two years ago and it isn't the best choice to show off her acting chops .,negative
1150,"she's trapped in the stoic role of anna leonowens , the uptight , widowed british schoolteacher who comes to siam ( now thailand ) with her son to instruct the king's ( chow yun-fat ) son in the ways of the west ( because "" the ways of england are the ways of the world ) .",negative
1151,"the king likes her so much he puts her in charge of educating the whole royal family ( 58 kids with 10 more in the way ; impressive , no ? ) .",negative
1152,"the eldest prince is none too happy about this ( "" father , have i offended you in some way ?",negative
1153,"why do you punish me with imperialist schoolteacher ? ) , but soon gets to know anna and her stern- mother-who-loves-you personality better and comes to like her .",negative
1154,"meanwhile , siam comes under attack from the neighboring british colony of burma .",negative
1155,"the king and his close advisors suspect that this is britain's doing which arouses suspicion in siam , putting anna in an uncomfortable position .",negative
1156,she is not sure what to make of this and seems to herself suspect british involvement in the crisis but works to diffuse the king's prejudices .,negative
1157,"he , though self-righteous as ever , can't help but be influenced by the eloquent anna and they slowly , quietly , develop affections for each other .",negative
1158,there is a scene in the middle of anna and the king where one of the king's younger daughters dies .,negative
1159,"it's your classic deathbed scene , with the girl's mournful eyes staring at her father , who tries only semi- successfully to maintain his composure .",negative
1160,anna then comes in and cries a bit .,negative
1161,the sequence was there for a purpose : to evoke a strong emotional response from the viewer .,negative
1162,"i'm usually a sucker for such scenes and yet this time , i was just sitting there , my emotions untouched .",negative
1163,this remains true through all of the movie which remains emotionally barren .,negative
1164,we never develop connections to the characters ; never given a reason to care .,negative
1165,"this ludicrously long epic was directed by andy tennant , whose last film was ever after , one of my favorites of 1998 .",negative
1166,"i do not doubt tennant's ability to put together a decent movie , but anna and the king , aside from being psychologically inept is also technologically deficient .",negative
1167,"the sets and scenery are gorgeous , but the camerawork does nothing to convey its grandeur .",negative
1168,even terrence malick managed to do more with flora and fauna in his otherwise abysmal the thin red line than tennant can muster from $75 million worth of props and a shoot in malaysia .,negative
1169,we feel like the camera is restricted to its immediate point of view ; there are no wide tracking shots or sweeping zooms to fill us with larger-than-life awe .,negative
1170,"i liked both foster and yun-fat , who give entertaining if not terribly involving performances in the two lead roles .",negative
1171,"foster's generally stoic persona serves her well here , as she is playing a reserved , formal and rather underdeveloped character .",negative
1172,"yun-fat is especially effective , perfectly conveying the king of siam's sangfroid permeated with violent outbursts .",negative
1173,what does anna and the king in is its inability to involve the viewer in its characters and situations .,negative
1174,"the cast is great , the director is talented , and the budget is lavish , but this ill-advised remake of the classic rogers and hammerstein movie is unable to utilize any of those things to form a compelling whole .",negative
1175,this is an emotionless costume epic .,negative
1176,robin hood : men in tights is another mel-brooks-produced film in the classic tradition of movies like blazing saddles and young frankenstein .,negative
1177,"mel brooks is well known for his comic look at regular life , his fast paced dialogue and sharp wit .",negative
1178,"unfortunately , robin hood : men in tights has none of the easy going humor of blazing saddles , none of the fun acting of young frankenstein , is devoid of the charm of spaceballs , and is even lacking the good , solid dialogue of history of the world .",negative
1179,"it is , in short , one of the worst movies i have seen mel brooks , or anybody else , produce .",negative
1180,"the plot borrows heavily from the well-received kevin costner movie of last year , robin hood : prince of thieves .",negative
1181,"this is not surprising in and of itself , and could have been used to great comic effect , mainly by parodying scenes from the orginal movie .",negative
1182,"mel brooks does not take advantage of this , however , and uses the film to launch several ideas into the air , none of which connect and none of which are explained later on .",negative
1183,the movie's scenes could be shuffled around in any order and one would be hard pressed to notice .,negative
1184,"cary elwes , of princess bride fame , plays robin of loxley , a man who was captured in the crusades , fighting with king richard .",negative
1185,"he escapes and , joining with a man named achoo ( i am sure you can see the obvious joke ) , fights in england to reclaim his name and the throne for richard , which has been captured by evil prince john , played by funny comic richard lewis .",negative
1186,"he also tries for the love of maid marian and attempts to overthrow the evil "" sheriff of rottingham "" .",negative
1187,a good adventure plot that is sadly unused .,negative
1188,"elwes and lewis are both excellent comics , but the dialogue in the movie is simply excruciating .",negative
1189,"neither actor has any good words to work with , and the lines simply aren't funny , nor believable .",negative
1190,perhaps the worst example of this is when the group of merry men encounter a man playing a macaulay culkin clone from the hit movie home alone .,negative
1191,"this particular scene is so out of place and so badly acted , and followed by so many other scenes of equal miserable ideas , that i really felt like leaving the theatre .",negative
1192,"much of the audience continued to look at their watches throughout , and some left the theatre .",negative
1193,"chuckles were few and far between , and they mostly dealt with visual jokes ( such as an old , beaten up horse from "" rent-a-wreck "" ) then from any dialogue whatsoever .",negative
1194,"scenes that could have been classics , such as the archery contest , are ruined by poor acting .",negative
1195,perhaps the largest problem with the movie is that it is simply offensive .,negative
1196,"the basic plot , that robin has received a key that will unlock the chastity belt of maid marian , is not witty nor funny .",negative
1197,"mel brooks as a circumcision-giving rabbi is also offensive to me and others in the audience ( not all jewish , either ) .",negative
1198,the movie simply tries to hard trying to be funny and by and large fails .,negative
1199,"the addition of a blind man who stumbles around , falling off cliffs , walking into ledges and being a general buffoon could have had some humorous potential , but is also made terribly offensive .",negative
1200,the only reason to see this movie is the surprise actor at the end who plays king richard .,negative
1201,"he is well worth waiting for , if you can stand an hour and half of unfunny dialogue , excruciating visual humor , old puns , ancient jokes and bad acting .",negative
1202,"if you can't , don't even bother watching this miserable film .",negative
1203,"with his successful books and movies , michael crichton is doing well .",negative
1204,"with early successes with westworld ( 1973 ) and coma ( 1978 ) , and recent films such as jurassic park ( 1993 ) , his films have been entertaining .",negative
1205,"however , he seems to taken a wrong turn somewhere with sphere .",negative
1206,"this $100 million mess by good director barry levison ( disclosure ) is dull , long winded , and a huge disappointment .",negative
1207,"considering the huge budget , the all star cast , and a story by crichton , sphere is majorly disappointing .",negative
1208,"the film opens with norman goodman ( hoffman ) , a psychologist who thinks he is visiting an airplane crash to console the survivors .",negative
1209,"however , when he arrives , he his told by supervisor barnes ( peter coyote ) that he is actually investigating an spacecraft .",negative
1210,"along with goodman is mathematician harry adams ( jackson ) , biologist beth halperin ( stone ) and ted fielding ( liev schrieber . )",negative
1211,"they investigate the spaceship , find a massive sphere inside , meet an alien intelligence called jerry , and basically weird crap happens .",negative
1212,"unfortunately , something went wrong along the way with sphere .",negative
1213,"the film starts off entertaining enough , but throughout this very long movie , it just gets sillier and sillier .",negative
1214,"the film jaunts along from scene to scene , never fully explaining what is going on .",negative
1215,"the actors and directing don't help , either .",negative
1216,"hoffman is on autopilot ( and almost seems embarrassed ) throughout the movie , churning out dull lines , and probably wondering what the hell he is doing in this movie .",negative
1217,"stone is useless , displaying no emotion , and fails to convince the audience that she has any feelings for hoffman .",negative
1218,"the only person who seems to be having fun in this movie is jackson , who's funny as the mathematician who slowly goes crazy and entering the sphere .",negative
1219,"but he's hardly in it , and by the end of the film he is just as dull as hoffman and stone .",negative
1220,"the same goes for peter coyote , who hams it up as the officer , but is then killed off halfway through .",negative
1221,"the director , barry levinson , who directed the better crichton adaptation disclosure ( 1994 ) messes up with the drama and the action .",negative
1222,"the drama scenes are , quite frankly , boring , and the action scenes suffer from overkill , with levison throwing the camera all over the place ( much like the godawful speed 2 , 1997 )",negative
1223,"the writing doesn't help much , either .",negative
1224,"although crichton is great with plots , he's terrible with dialogue , and practically every line in sphere is a dud .",negative
1225,"the speech is too simple , i was hoping it would be a bit more intelligent .",negative
1226,practically every line is just stating the obvious .,negative
1227,none of it is smart .,negative
1228,"also , where the hell did the budget go ?",negative
1229,"the sphere itself is impressive , and there's a few nice special effect shots , but where the $100 million went is anyone's guess .",negative
1230,"there's a giant squid attack in the picture , but not once does the audience see the squid , even though the film has a massive budget .",negative
1231,"i assume the picture was trying to build up tension by not showing the squid , and if handled correctly it probably would .",negative
1232,"but the whole scene is done badly , and i was just hoping we could see the stupid squid .",negative
1233,"finally , the film has no idea what genre to be .",negative
1234,levison can't handle his own plot .,negative
1235,"it leaps from hokey sci-fi , to horror , and finally the shining/event horizon psychological thriller .",negative
1236,"and , of course , the film is very much like the abyss ( 1988 ) , although in it's defense , crichton did write sphere before the abyss was released ( and is far superior to this rubbish . )",negative
1237,it's not all that bad though .,negative
1238,"the plot is all right , there's a few jump scenes ( although nothing very scary ) and there's the occasionally interesting bit .",negative
1239,"but overall , sphere is a big waste of some fine talent , a lot of money , and a potentially good movie .",negative
1240,not really worth seeing .,negative
1241,overall rating= review by david wilcock,negative
1242,"director luis mandoki's last film was the superb , serious 1994 drama "" when a man loves a woman , "" but his luck has ultimately run out with his latest picture , "" message in a bottle , "" which is the worst type of romance , a movie that tugs so relentlessly and violently at the heartstrings that it miraculously manages to dry out your eyes rather than tear them up .",negative
1243,"everything that occurs can be telegraphed way in advance since this same type of story has been done many times before---and much better---so there's an absence of suspense , and the film ultimately moves at such a very , very deliberate pace , as if it is trying to make great , "" meaningful "" statements and plot developments , that it just becomes a tedious bore to sit through .",negative
1244,""" message in a bottle "" begins with theresa osborne ( robin wright penn ) , a single mother and researcher at the chicago tribune , whom finds a bottle washed up on shore as she is jogging one day .",negative
1245,"inside the bottle is an anonymous love letter addressed to a mystery woman named catherine , and theresa is so taken aback by its honesty and sweetness that she shows it around at her work and , to her objection , finds that her editor has placed the letter in the newspaper .",negative
1246,"soon , a heavy research is conducted to find out who wrote the letter based on the type of bottle and a ship logo on the top of the typed message , and after it is traced to a man named garrett blake , theresa finds herself traveling to the outer banks , a boating town in north carolina , to find out the specifics of the message .",negative
1247,"of course , garrett turns out to be a handsome , rugged man around theresa's age and played by kevin costner .",negative
1248,"she is immediately charmed by him , but hesitant to unveil the truth of why she is there , and finds that catherine was garrett's late wife who died a few years earlier .",negative
1249,do you think you know where this is headed ?,negative
1250,"most likely you do , and i wouldn't call it giving away anything to say that by the picture's end , the movie has fallen into deep , artificial melodrama that i didn't buy for a second .",negative
1251,"if there are any positive things to say about "" message in a bottle , "" it is that the performances by robin wright penn and paul newman , as garrett's stubborn , but loving father , are far above par to be in such a wasteful , "" shaggy dog "" love story , and that the cinematography by caleb deschanel takes great advantage of the beautiful eastern coast , and paints chicago as an equally alluring city .",negative
1252,"meanwhile , costner has yet to redeem himself for some of the less-than-stellar films that he has made recently .",negative
1253,"it seems that with such bad luck , he wouldn't want to make another movie set near water , but here he is again with one of the main , and most ridiculous , centerpieces set on a storm-swept sea .",negative
1254,"the other actors are all , sadly , wasted , including illeana douglas , an underused actress who seems to always get stuck with the "" friend "" roles , here playing penn's confidante and co-worker at the tribune .",negative
1255,"the first half of "" message in a bottle "" plays like a hum-drum , trite television movie for the lifetime channel , as theresa spends a great deal of time "" getting to know "" garrett , with dialogue that is not the least bit stimulating or entertaining .",negative
1256,"usually , i am the type of person to practically salivate over dialogue-laden sequences since the film is no doubt trying to develop the characters and their relationships , but here it all rang with a resounding falseness since the dialogue felt "" written , "" and not as if people were really "" talking . """,negative
1257,"when the main characters of a film have very little of interest to say to each other , and are not particularly interesting themselves , you know immediately that you are in trouble .",negative
1258,"i swear that while watching "" message in a bottle , "" i felt as if i had just read the screenplay in its entirety before arriving at the theater ( heck , in actuality i'm not even familiar to the novel this is based on , by nicholas sparks ) .",negative
1259,"always one step ahead of the characters , the movie ran so closely and tightly to the constraints of the tried-and-true hollywood melodrama , the film strip often seemed to almost be in danger of tearing .",negative
1260,"nobody wins prizes for guessing that garrett will eventually find out theresa's secret , and that several obstacles will come within their ways of living happily ever after .",negative
1261,"this same exact problem occurred in last year's very , very similar ( watch this , and you will realize just how similar i mean ) meg ryan-nicolas cage romantic drama , "" city of angels . """,negative
1262,"although theresa is deeply touched by the "" heartfelt "" letter that she finds in the bottle , perhaps the filmakers might have been better off finding a message in a bottle of their own , preferably before filming began .",negative
1263,"it should have read , "" memo to screenwriters : use you brain ! """,negative
1264,i remember really enjoying this movie when i saw it years ago .,negative
1265,i guess my memory really sucks .,negative
1266,"there is very , very little that is funny in caddyshack .",negative
1267,"the laughs are few , and far between , and what there are really aren't that great .",negative
1268,"caddyshack , as the name implies , more or less centers on one young caddy working at an exclusive country club .",negative
1269,michael o'keefe plays said caddy .,negative
1270,"why they cast this unknown , fairly untalented actor in the lead role is completely beyond me .",negative
1271,"the movie doesn't seem to have a real plot , just a series of scenes that are little more than opportunities for the rest of the cast to mug at the camera .",negative
1272,"the only real story , if you can call it that , was a subplot involving the mentally disturbed greens keeper , bill murray , who is having his own private little war against a gopher who is ruining the course .",negative
1273,most of the marginal laughs come from rodney dangerfield and ted knight mugging and overacting for the camera -- with painfully limited success .,negative
1274,"bill murray is slightly amusing in places , but fairly wasted .",negative
1275,"the biggest waste of all is chevy chase , who didn't even crack a smile on my face with his character's lame zen-like approach to golfing .",negative
1276,"there are a few decent scenes involving the interaction between dangerfield and knight , but they are far too infrequent to carry the movie .",negative
1277,i guess that's what you get for basing a story around an unknown kid .,negative
1278,"i'm not sure what the writers of this thing were thinking of , but i really think it was something far removed from comedy as they were putting pen to paper .",negative
1279,nothing about this movie works .,negative
1280,it wouldn't have taken a genius to figure out that this thing wasn't going to fly .,negative
1281,most of the scenes just couldn't possibly be funny .,negative
1282,it's as if the writers where off in their own little brain damaged world .,negative
1283,i'm sure scenes involving chevy chase and his oneness with the golf ball were supposed to be funny .,negative
1284,"in reality , they were painfully embarrassing to watch .",negative
1285,"there is a scene at the club pool where all the caddies go wild for the "" hot babe "" of the movie walking by in her bikini .",negative
1286,olive oil would have filled out this swimsuit better than this girl .,negative
1287,everything about this movie was just completely implausible as far as the comedy was concerned .,negative
1288,maybe if you were drunk out of you mind or high off some sort of illegal narcotic this thing might be funny .,negative
1289,"but for the rest of us , stay the hell away from caddyshack .",negative
1290,tommy lee jones chases an innocent victim around america who is trying to prove that she did not kill her spouse .,negative
1291,the fugitive ?,negative
1292,"not quite ? this is the plot for double jeopardy , another fugitive copycat without the action , excitement , and good acting that the original had .",negative
1293,"there are other slight differences besides one movie being bad and the other good ; this time tommy lee jones plays a parole officer not a us marshall , clever huh ?",negative
1294,oh and the fugitive ashley judd was framed by her own husband ( bruce greenwood ) who needed to collect two million dollars in life insurance money not a one armed man .,negative
1295,both movies are on video .,negative
1296,make the wise choice and pick the fugitive .,negative
1297,"there are so many flaws in double jeopardy , it is laughable .",negative
1298,"while serving time in prison , libby parsons ( judd ) discovers that she can never be charged for committing the same crime twice .",negative
1299,"learning that her husband is still alive , she decides to serve her time in prison , find him , retrieve her son , and kill her husband if necessary .",negative
1300,"when the strict parole officer travis lehman ( jones ) stands in her way , libby decides to break the rules ( who knows why ? ) and continue her plan , despite the fact that if she gets caught , she's going back to jail .",negative
1301,director bruce beresford spends way too much time trying to convince the audience that libby misses her son .,negative
1302,"every other scene , we are given a shot of libby staring and crying at his picture .",negative
1303,"in an action movie like this , valuable time wasted on these shots takes away more opportunities for libby to get up and do something .",negative
1304,"all that is needed in this type of movie is a short scene in which libby tells herself or a friend "" i miss my son . """,negative
1305,"nothing more , nothing less .",negative
1306,"dr . kimble of the fugitive didn't look at one picture of his dead wife , his primary concern was to save himself .",negative
1307,libby at times shows this same determination but not nearly enough .,negative
1308,"ashley judd and bruce greenwood both are excellent actors but if they continue to do movies like this , they will be typecast for the rest of their careers , kind of like their doomed co-star tommy lee jones .",negative
