Document_ID,Review,Sentiment
5195,"the combination of familial anguish and romantic rejection twists inside him , and it is easy to see how he is seduced by the growing mob mentality : the muslim cause gives him a motive to vent his anger and hate .",positive
5196,"despite the things he later does , it is to the credit of earth that it does not simply denounce dil navaz and those like him , but shows how circumstances can make decent enough men do monstrous things .",positive
5197,the conclusion--the consequence of dil navaz's transformation--is rather abrupt .,positive
5198,the story earth tells does not end .,positive
5199,it just stops .,positive
5200,"it is an appropriate finish : giving us closure would have imparted , at least on an aesthetic level , a sense of resolution , of satisfaction .",positive
5201,"but there was no resolution for india and pakistan--they have been at war , on a small or large scale , for decades .",positive
5202,"since the personal dramas in earth mirror the political struggles of a nation , it is only right that those dramas should have no terminus .",positive
5203,"there is no healing to be had , no closure , on any level ( despite the needless , tacked-on ending , with voice-over narration from lenny as an adult , framing the story ) .",positive
5204,"earth is , in some ways , an unexceptional movie .",positive
5205,"it does not reinvent the wheel , following instead the standard pattern of historical dramas .",positive
5206,"but deepa mehta's directon is assured , and the issues she addresses run deep .",positive
5207,earth does for india what movies like zhang yimou's to live and tian zhuangzhuang's the blue kite did for china : they show us the agonies endured by unremarkable people who had the bad luck to be caught up and smashed in the crucible of history .,positive
5208,"such films strike me as inherently valuable , even when flawed .",positive
5209,"they may be biased or inaccurate , but they bear the weight of human hardship , and this confers on them a nobility and gravity which other , more inventive films , often lack .",positive
5210,"it is notable that all three movies were banned in their native countries : the events shown may have happened decades ago , but they still touch a nerve .",positive
5211,the issues tackled in earth have a particular urgency in light of the nuclear test bombings that took place last year .,positive
5212,"in the near future , india and pakistan may launch nuclear missiles at each other .",positive
5213,"at the time of the tests i had some understanding of the reasons why this might happen ; after seeing earth , i have a much , much better understanding .",positive
5214,"up until about a year ago , john travolta's career consisted of those "" look who's talking "" movies ( notice how they never called them look who's talented ) and the 1991 bomb shout ( which was bad enough to make most people scream ) .",positive
5215,"but somewhere along the line , travolta got the starring role in the tarantino masterpiece pulp fiction and his career soared once again .",positive
5216,"weird how someone whose career was on par with the bee gees back in 1978 would experience fame and fortune once again , while barry , robin and maurice gibb could do no better than a 1993 straight-to-the-cutout-bin album aptly named "" size isn't everything "" ( and of course , they learned that sales are everything ) .",positive
5217,"but now travolta's back on the hollywood scene once again , and i think we all know why .",positive
5218,four words : contract with the devil .,positive
5219,"and this has nothing to do with newt gingrich's "" contract with america . """,positive
5220,"no , satan is much more humane .",positive
5221,"anyway , yes , travolta has sold his soul to the hairy host of the netherworld .",positive
5222,how do i know ?,positive
5223,i own the document in question .,positive
5224,"amazing what you can buy at those collector's shops for a few hundred dollars , isn't it ?",positive
5225,"get shorty continues in the vein of pulp fiction , with travolta as crime minion chili palmer .",positive
5226,he goes to collect some of the mafia's money from a b-grade director ( gene hackman ) and suddenly finds out he wants out of the mob game and into the movie game .,positive
5227,"sure , a ruthless criminal like him is far too honest to make it in hollywood , but i guess that's beside the point .",positive
5228,"palmer is determined to get hackman's next project made , so he sets out to convince big star martin weir ( danny devito ) to star in the movie , bringing along down-and-out horror actress karen flores ( rene russo ) , who has already had affairs with hackman and devito .",positive
5229,"it doesn't take a las vegas odds-maker to predict that she and travolta will soon be hitting the sheets as well , after the customary sexual tension and denial , which has been used in every comedy from "" who's the boss ? """,positive
5230,to speechless .,positive
5231,"it works in this case , unlike "" who's the boss ? """,positive
5232,although it's interesting to note that tony danza has signed a contract with the devil also .,positive
5233,"complicating matters somewhat are the mobsters who have backed hackman's other films and want in on this one too , along with travolta's mob boss trying to track him down for defecting .",positive
5234,"get shorty is by no means on the same level as pulp fiction , despite the obvious similarities .",positive
5235,"this movie doesn't have near the amount of originality or depth as pulp fiction but it is definitely one of the most entertaining movies i've seen this year ( yes , even better than halloween vi ) .",positive
5236,"get shorty is my kind of movie , one that mixes intelligent humor with action and violence .",positive
5237,i'm definitely going to have to check out the novel it was based on .,positive
5238,"are you getting this , shorty ?",positive
5239,i was fortunate enough to attend an advance screening for the upcoming thriller conspiracy theory .,positive
5240,"this was , of course , a big deal for me because reviewing movies is basically just a hobby for me and i never get a chance at something like this .",positive
5241,"not only did i get to see an advance screening , i was able to see an advance screening of a * very good * movie .",positive
5242,"the very fast-paced film stars mel gibson as jerry fletcher , a fast-talking , witty , comical taxi driver in new york city .",positive
5243,"gibson's performance is terrific , and his character is similar to that of martin riggs in the lethal weapon films .",positive
5244,"gibson again teams up with richard donner , as he did in the lethal weapon films and maverick , and this time around , the combination works even better .",positive
5245,the character of jerry fletcher is indeed unique .,positive
5246,"try to imagine a toned-downed version of travis bickle who , this time around , is a jittery guy with knowledge of government conspiracy cover-ups .",positive
5247,"if you can imagine that , then you've basically got jerry fletcher .",positive
5248,"in many ways , i was surprised by this movie .",positive
5249,"to begin with , i was surprised at how good it was .",positive
5250,"don't get me wrong , it's not going to be accepting any gold trophies next spring , but it was a very enjoyable movie .",positive
5251,"secondly , i was surprised at mel gibson's performance .",positive
5252,he provided a fantastic performance .,positive
5253,"the previews of this film led me to believe it was an all-out action flick , which after viewing , it was almost the opposite in a certain sense .",positive
5254,"gibson's character has an almost uncountable number of one-liners , hilarious situations , and his character is one that the audience tends to side with throughout the film .",positive
5255,"for instance , jerry's apartment ( and especially his security ) is memorable .",positive
5256,"and last , i was surprised at how good the plot is .",positive
5257,"writer brian helgeland has created a terrific story , and when watching this film , you are left to wonder if all of jerry fletcher's far-fetched ( or so they seem at first ) conspiracy theories are helgeland's own opinions .",positive
5258,mel gibson isn't the only stand-out in the film .,positive
5259,"julia roberts is very good in her performance as alice sutton , the department of justice employee who can't seem to stay away from jerry fletcher , who continually visits alice in hopes that she will do something about his theories .",positive
5260,he also seems obsessed and in love with her .,positive
5261,"but whenever he approaches her with another one of his theories , she shrugs him and his beliefs off , continually noting that one day she is going to slap a restraining order on him .",positive
5262,"jerry , obviously determined to continually seek out the truth , continues to research information for his next conspiracy theory , which will be printed in his newsletter ( same title as the movie ) .",positive
5263,"although he only has five subscribers , he puts a large amount of time and effort into his work , and publishes his next edition .",positive
5264,"very soon after he does so , he is abducted and tortured by a sinister man who refers to himself as dr . jonas ( patrick stewart ) .",positive
5265,"after barely escaping alive , jerry is forced to turn to the only person he can trust : alice sutton .",positive
5266,"the remainder of the film is almost always fast-paced and full of action and suspense , with jerry's life being constantly put into jeopardy .",positive
5267,"and more along the way , the audience ( and alice ) learn more and more about jerry's life .",positive
5268,"many things are explained throughout this film , both to the characters and to the audience .",positive
5269,"for instance , the meaning of the book "" the catcher in the rye "" and its ties to assassins , the reason lone gunmen have three names ( e . g .",positive
5270,"lee harvey oswald and james earl ray ) , and the real truth behind the grateful dead .",positive
5271,"make sure listen closely throughout the film , as jerry is constantly throwing out interesting tidbits such as the above .",positive
5272,"definitely , when conspiracy theory hits theaters august 8th , make sure you are standing in line to see it .",positive
5273,"i am nearly positive everyone should enjoy this film , especially if you are into an action-thriller with witty dialogue and numerous suspenseful situations .",positive
5274,"and even if you aren't , you should still like this film .",positive
5275,"the disney studios has its formula for annual , full-length animated features down so pat that it's hard to remember which one you're watching at any given moment .",positive
5276,""" mulan , "" their 36th animated adventure , is the latest case in point .",positive
5277,"once again we have a tale focused around a strong central character ( female as usual ; disney is one of the few studios whose heroines--ariel , belle , pocahontas , and now mulan--get equal screen time with their heroes in recent years ) .",positive
5278,"add the requisite love interest and a wise-cracking sidekick or two , pep up the soundtrack with a handful of strategically placed show tunes ( an introspective number by a pool or looking in a mirror , a rousing anthem , a cutesy , montage-backed crowd pleaser ) , pose a few threats to our engaging lead , and tie things all up neatly by the closing credits .",positive
5279,bob's your uncle !,positive
5280,better make that walt's your uncle . . .,positive
5281,"kids will no doubt go ga-ga over "" mulan "" ( or at least the fast food tie-ins ) , but familiarity can , after a while , leave grown-ups--this reviewer included--wishing for a little more .",positive
5282,maybe an animated feature without--shock !,positive
5283,horror ! --the,positive
5284,"songs , for example ?",positive
5285,or maybe a film in which a cheeky chihuahua called pepe longs to become a matador from trinidad ? ?,positive
5286,how about simply ditching the sidekicks altogether ?,positive
5287,it isn't gonna happen .,positive
5288,"like disney's previous entries , "" mulan "" is slow to make its mark .",positive
5289,"the animation tends to suffer from some slackness in the early going and the humorous element , a madcap dragon wannabe ( in the guise of a loquacious lizard with a case of dry mouth , courtesy eddie murphy's animated vocal talents ) , plays like an inappropriate if necessary ( formula-wise ) afterthought .",positive
5290,"however , after about an hour everything comes together and the formula , like it or not , clicks .",positive
5291,"highlights include a spectacular cavalry charge on a snow-covered pass ( which , due to the sophistication of today's computer-generated imagery , is hard to tell from the real thing ) , a memorable , show-stopping musical interlude ( "" i'll make a man out of you , "" penned by matthew wilder and david zippel ) , and last but not least , mulan herself .",positive
5292,"voiced by ming-na wen , mulan is disney's strongest female character to date .",positive
5293,"when hordes of huns pour over china's great wall and threaten to overthrow the imperial palace , the emperor decrees that every family in the land dispatch one man to serve in the imperial army .",positive
5294,"since mulan's father is infirm , but proud , the high-spirited mulan steals her father's armor and , incognito , signs up to face the mongolian menace .",positive
5295,"attracted to , but not distracted by , her commanding officer shang ( b . d .",positive
5296,"wong ) , mulan outmatches her fellow combatants in smarts , wit , and physical ability .",positive
5297,she's a woman of the '90s a couple of millennia ahead of her time .,positive
5298,i had been expecting more of this movie than the less than thrilling twister .,positive
5299,twister was good but had no real plot and no one to simpithize with .,positive
5300,but twister had amazing effects and i was hoping so would volcano,positive
5301,volcano starts with tommy lee jones at emo .,positive
5302,he worrys about a small earthquake enough to leave his daughter at home with a baby sitter .,positive
5303,there is one small quake then another quake .,positive
5304,then a geologist points out to tommy that its takes a geologic event to heat millions of gallons of water in 12 hours .,positive
5305,a few hours later large amount of ash start to fall .,positive
5306,then . . . . it,positive
5307,starts .,positive
5308,the volcanic eruption . . . .,positive
5309,i liked this movie . . . but,positive
5310,it was not as great as i hoped .,positive
5311,i was still good none the less .,positive
5312,it had excellent special effects .,positive
5313,the best view . . . the,positive
5314,helecopters flying over the streets of volcanos .,positive
5315,also . . . there were interesting side stories that made the plot more interesting .,positive
5316,so . . . it was good ! !,positive
5317,"disney's 35th animated feature-- a retooling of the olympian legend crossed with , well , the superman story-- is surprisingly soft at the center .",positive
5318,"great wit , great art , and a great villain ( james woods as hades , lord of the underworld and local lounge act ) can't quite stifle the yawns induced by a bland hero , his colorfully monotonous sidekick ( danny devito as the satyrical trainer phil ) , and a largely unremarkable soundtrack .",positive
5319,( none of the alan menken/david zippel tunes are particular- ly noteworthy .,positive
5320,some lack lyrical snap .,positive
5321,others need more memorable melodies .,positive
5322,"boring ballads we expect , but boring production numbers , too ? )",positive
5323,"so , hercules is a bit of a long sit , but you won't stay bored .",positive
5324,"the highlights include a nifty round of animated action ( herc battling a cgi hydra ) , a steady stream of anachronisms ( "" somebody call ix-i-i "" ) and pop references ( "" let's get ready to rumble ! "" ) a la aladdin , and several long-overdue jabs at the mouse's marketing and merchandising depart- ments .",positive
5325,"while not as rock-solid as hunchback , it's a still a new world of improvement over pocohontas .",positive
5326,"directed by ron clements and john musker , with voice credits including tate donovan , susan egan , bob goldthwait , matt frewer , samantha eggar , paul shaffer , and , as lighting bolt zeus , rip torn , who's having a very good summer , also appearing in trial and error and men in black .",positive
5327,"the computer-animated comedy "" shrek "" is designed to be enjoyed on different levels by different groups .",positive
5328,"for children , it offers imaginative visuals , appealing new characters mixed with a host of familiar faces , loads of action and a barrage of big laughs ( including numerous gags related to body functions and yucky substances , apparently a requisite in contemporary family films ) .",positive
5329,"for adults , it's a fractured fairy tale packed with rude jokes that will sail over the heads of the kids .",positive
5330,"all in all , "" shrek "" is a snappy ride , although there are a couple of points i found disturbing .",positive
5331,but first the basics .,positive
5332,"based very loosely on a 1990 children's story , "" shrek "" follows several momentous days in the life of the title character , a rotund green ogre voiced by mike myers in that pleasant scottish accent he is so fond of using .",positive
5333,"shrek is a grumpy fellow living a solitary life deep in the swamp , until a local nobleman disturbs his peace .",positive
5334,"petty tyrant lord farquaad ( take away the "" awk "" in the middle and you have the basis of a string of impolite one-liners ) owns the land on which shrek resides .",positive
5335,he proceeds to turn the ogre's yard into an ellis island for storybook characters when he banishes the fanciful beings from his castle .,positive
5336,"as a result , shrek finds himself surrounded by legends like the three blind mice , pinocchio , the big bad wolf , the seven dwarfs , and the three bears , to name but a few .",positive
5337,"an enraged shrek storms to the castle , only to find farquaad ( john lithgow ) ready to bargain .",positive
5338,"lord obnoxious wants to become king and the magic mirror from "" snow white "" has shown him the way .",positive
5339,all he has to do is rescue a damsel in distress and make her his wife .,positive
5340,"the mirror unveils three choices in a presentation straight out of "" the dating game "" ( when snow white is shown , the cheeky announcer purrs , "" even though she lives with seven men , she's not easy ! "" )",positive
5341,"farquaad selects the lovely princess fiona ( cameron diaz ) and offers shrek a deal : if the ogre snatches fiona from the dragon-protected , lava moat-filled castle in which she is held captive and brings her to the throne , the lord will allow the fairy tale pests to move back on his grounds .",positive
5342,"shrek reluctantly agrees and sets off on his quest , accompanied by a motor-mouthed donkey ( eddie murphy ) determined to make the green grump his best friend .",positive
5343,"they finally hook up with the princess , only to learn she is not the helpless maiden they expected to meet .",positive
5344,"for the matter , the dragon offers a few surprises as well .",positive
5345,"the movie references a great many other flicks , from "" babe "" ( "" that'll do , donkey .",positive
5346,"that'll do "" ) to "" the graduate . """,positive
5347,but the lion's share of the jokes come at the expense of the wonderful world of disney .,positive
5348,"the public-domain characters made into icons in various disney films take their hits ? pinocchio is referred to as a "" possessed toy "" and when shrek spies a sleeping snow white in his cabin , he bellows , "" get that dead broad off the table ! """,positive
5349,"? but the biggest slams come when shrek visits farquaad's royal domicile , which closely resembles a certain magic kingdom , from its souvenir stands and queue lines to a display of animatronic figures that sing the palace rules in a relentlessly peppy tune that sounds a lot like "" it's a small world . """,positive
5350,which brings me to disturbing point number one .,positive
5351,"i laughed at all the disney swipes , but found the mentality behind them a bit sad .",positive
5352,the acrimony between dreamworks honcho jeff katzenberg and disney big wheel michael eisner is well known .,positive
5353,for years the two companies have tried to sabotage each other's film and video releases by issuing similar competing productions on the same day .,positive
5354,and now we have katzenberg using an entire movie to attack his former employer .,positive
5355,here's a suggestion for the two boys : grow up !,positive
5356,put the past behind you !,positive
5357,"there's room in the sandbox for both of you and if you farquaads can't play nice , then go to your rooms !",positive
5358,the other area i found troubling came in the portrayal of lord farquaad .,positive
5359,"beyond all the irreverence , "" shrek "" actually has a message : people should learn to look beyond physical appearances , because true beauty lies within .",positive
5360,"it's a lovely notion , but the film betrays its own moral by incessantly taking cheap shots at farquaad's diminutive stature .",positive
5361,do we really need a family film reinforcing the idea that mocking short people is acceptable ?,positive
5362,"the pompous , selfish behavior of farquaad is enough to make him a target for zingers .",positive
5363,adding short jokes is simply mean .,positive
5364,"still , "" shrek "" is a rollicking good time .",positive
5365,"the computer animation is mostly impressive ( although several key characters look like animated rubber squeeze toys and the human movements are often jerky ) , the voice work is strong ( particularly from eddie murphy ) , the laughs come fast and furious , and the moral , tainted though it may be , is a good one .",positive
5366,"to trot out a clich ? , "" shrek "" is fun for all ages .",positive
5367,"parents , though , should remind their young ones during the ride home that taunting others because they are short , tall , skinny , fat , etc . is a bad thing .",positive
5368,"after watching the first ten minutes of this japanese film , you will never eat a bowl of ramen the same way again .",positive
5369,"there is a scene where an old man is teaching a young one how to eat the soupy bowl of noodles , as a master would teach an eager apprentice .",positive
5370,""" you caress the noodles with the chopsticks , "" he says , "" then put the roast pork on the side of the bowl and apologize to it by saying , 'see you soon . ' """,positive
5371,"of course , it's meant to be a parody , but there is an earnestness underneath the silliness that makes you take it with a certain degree of sobriety .",positive
5372,"you begin to appreciate the food as not merely something you eat , not something you like , not something you enjoy , but rather something you experience .",positive
5373,"experiencing it is a process which engages all of the senses , fulfilling each one on its own terms and weaving them so that the total is a pleasure that is more than the sum of its parts .",positive
5374,"trust me , you really want to go find a noodle shop at this point .",positive
5375,"juzo itami's tampopo brings the same sense of the serious parody of food to the forefront by making the story follow the pattern of an american western , set in modern day japan .",positive
5376,"a stranger , goro ( tsutomu yamazaki ) , comes into town and finds tampopo ( nobuko miyamoto ) , the proprietor of a small , hole-in-the-wall noodle shop , trying to fend off the insults of the local strongman , pisken ( rikiya yasuoka ) .",positive
5377,"goro , to defend the honor of this woman and her noodles , gets into a fight with the ringleader and his henchmen , emerging bloodied , but victorious .",positive
5378,"goro finds that tampopo's ambition is to have a shop that people would flock to from far away , just to eat a bowl of her ramen .",positive
5379,"the problem is , her fare is something less than popular , and less than appetizing .",positive
5380,"however , goro agrees to help tampopo in her quest , and in the process they seek the wisdom of an elderly noodle expert , enlist the aid of a wealthy patron , and make friends with the former enemy .",positive
5381,this film is filled with many little scenes which are absolute gems .,positive
5382,"take , for example , when tampopo tries to buy the recipe for a delicious soup from another shop owner .",positive
5383,"the price is too high , but the owner of the store next door will secretly sell it to her for a more affordable sum .",positive
5384,"tampopo meets him at his store late at night , and he leads her to a back room .",positive
5385,"she protests , thinking that perhaps this man has ulterior motives , but he insists .",positive
5386,"just when she is about to bolt for the exit , he shows her a small gap in the wall adjoining his store with the noodle shop next door .",positive
5387,"she peers through and takes notes as she watches the cook make the soup for the next day , her face filled with a joy that can be felt by the audience .",positive
5388,"this scene , while comical , is very effective at filling the viewer with a sense of trepidation , then of relief and discovery .",positive
5389,"there's also an interesting scene where goro introduces tampopo and her son to a bunch of street people who , despite their economic trappings , are all gourmets and master sommeliers .",positive
5390,we even watch as one of them sneaks into the kitchen of a restaurant and expertly prepares a french omelet .,positive
5391,"the scene is meant to bring a laugh , but it also says that no matter whether people are rich or poor , food is something which everyone has in common , and the enjoyment of food is an experience shared by all .",positive
5392,"there are also a number of unrelated vignettes appearing throughout the film , which help to illustrate and accentuate the role of food in people's lives .",positive
5393,a particularly effective one involves a wife and mother being tended to in her home by a doctor .,positive
5394,"surrounded by her children , she is obviously in her last hours of life .",positive
5395,"her husband comes home , and seeing her worsened condition , demands that she get up and make dinner .",positive
5396,"the viewer knows the husband's intention is not to be mean ; he is desperate for the normalcy of which he and his family has obviously been deprived , and the wife making dinner is an essential part of this .",positive
5397,"in a near miracle , the wife drags herself to the kitchen and prepares a quick meal , then brings it to her awaiting family .",positive
5398,"as the family eats , she looks on them and smiles .",positive
5399,"preparing food for her family is a joy and a comfort to her , and for a brief moment , she too enjoys the normalcy .",positive
5400,"then she falls over , dead .",positive
5401,"for a moment , the family is stunned , but then the father yells at the children , "" keep eating !",positive
5402,"this is the last meal your mother ever made ! """,positive
5403,"crying as they do so , the family finishes the meal .",positive
5404,"the scene is comical , awkward , moving , and beautiful .",positive
5405,"by including the vignettes , itami ran the risk of creating a disjointed film , but surprisingly , they do not interrupt the pacing of the main storyline .",positive
5406,"instead , they even help contribute to the idea that tampopo's goal of being able to serve exceptional food is worthy and even noble .",positive
5407,"because the film parodies a western , the construction of the plot is fairly predictable , but is still enjoyable as we watch the familiar way in which the "" good guys "" come together for the final showdown .",positive
5408,"in this case , the showdown is against the ramen .",positive
5409,"if they eat tampopo's ramen , soup and all , tampopo knows she has succeeded .",positive
5410,"it's pretty obvious what the outcome will be , but when a film changes your whole perspective on something you consume every day of your life , you can afford to cut it a little slack .",positive
5411,there's an old saying that states something about leaving the best for last .,positive
5412,george lucas certainly followed that adage when crafting the original star wars trilogy .,positive
5413,"return of the jedi , the final installment of the series , is easily the most innovative , action-packed , and entertaining of the three films .",positive
5414,"the dark , eerie atmosphere that oozed from every frame of the empire strikes back is gone .",positive
5415,"instead , for return of the jedi , we have good triumphing decisively over evil , a resolution to a love triangle , and walking teddy bears .",positive
5416,even darth vader doesn't seem very intimidating this time around .,positive
5417,"with the arrival of the emperor ( an apparition-like creature played by ian mcdiarmid ) , vader has turned into somewhat of a henchman .",positive
5418,return of the jedi picks up at an unspecified time after the conclusion of the empire strikes back .,positive
5419,"luke skywalker ( mark hamill ) , princess leia ( carrie fisher ) , lando calrissian , ( billy dee williams ) , chewbacca ( peter mayhew ) , c3p0 ( anthony daniels ) and r2-d2 ( kenny baker ) are on a rescue mission to luke's home planet of tatooine .",positive
5420,their goal : to save han solo ( harrison ford ) from the clutches of the intergalactic gangster jabba the hutt .,positive
5421,"it is at jabba's home , a creepy-looking stone fortress guarded by hog-nosed beasts , that most of the added special effects come into play .",positive
5422,"from a hysterical scene involving a music group to the dreaded beast outside jabba's sand barge , the effects are top notch .",positive
5423,"as soon as han is freed from his cryo-freeze and rescued from the clutches of the evil jabba the hutt , it's back to outer space , where the rebel alliance is about to face the empire's newest threat : a second , more powerful death star , that , if activated , could spell doom for anyone who stands against the emperor .",positive
5424,"so , while the fleet prepares for the final battle , luke and company travel to the forest moon of endor to knock out the shield that defends the death star against all attacks .",positive
5425,"there , they are befriended by the ewoks , the teddy bear-like native race , and luke , fearing that his presence is endangering the group , turns himself over to vader .",positive
5426,return of the jedi has some interesting elements .,positive
5427,the scenes which pitted luke against the emperor and vader are suitably tense and well-acted .,positive
5428,"from a technical point-of-view , the space battles are amazing , easily hindering anything depicted in the previous films .",positive
5429,"not only are there many , many more ships , but their speed and range of movement have been dramatically improved .",positive
5430,"on one level , return of the jedi is almost worth watching for the special effects .",positive
5431,"in the special edition , even more ships are added , making the final space battle incredibly fun to watch .",positive
5432,the acting in return of the jedi is stronger than in the previous films .,positive
5433,"by now ( or then - 1983 ) , mark hamill , harrison ford , and carrie fisher have all matured in their on-screen personas .",positive
5434,the chemistry amongst the trio is terrific .,positive
5435,"as in empire , billy dee williams gives us another human hero to root for .",positive
5436,"newcomer ian mcdiarmid plays the emperor as a suitably creepy , cunning , and evil creature , although he's not as imposing as vader was in star wars .",positive
5437,"although it was great fun watching star wars and the empire strikes back on the big screen , return of the jedi generates a greater sense of enjoyment .",positive
5438,"with the spectacular , new special effects , the adorable ewoks , the sinister jabba the hutt , the evil emperor , the same old millenium falcon , darth vader's incredible betrayal , the destruction of the new death star , and the always lovable yoda , return of the jedi concludes one of the greatest trilogies ever made with a huge bang .",positive
5439,"congratulations to george lucas , whose innovative mind entertains us now and will continue to entertain generations to come .",positive
5440,",",positive
5441,why do so many children's films treat their target audience with utter contempt ?,positive
5442,"too many of those who write or direct for children's movies assume that the kids just can't handle serious , thoughtful discussions on meaningful issues .",positive
5443,""" the iron giant , "" which was directed and co-written by brad bird , late of such animated series as "" the simpsons "" and "" king of the hill , "" assumes that not only can children handle such discussions , but that they can do so while being entertained at the same time .",positive
5444,""" the iron giant "" holds absolutely no contempt for the young people in the audience , making it a film that's enjoyable for both children and adults alike .",positive
5445,"hogarth hughes ( voice of eli marienthal ) is a spirited young lad who lives with his hard-working single mother , annie ( jennifer aniston ) , in a small town in maine .",positive
5446,"after staying up late and watching scary movies on a night his mother is away , hogarth treks out into the forest to investigate what has stolen his antenna and ruined his tv reception .",positive
5447,he comes across a giant robot ( vin diesel ) from space that eats metal for food .,positive
5448,"after saving the robot , nicknamed the iron giant , from electric shock , hogarth befriends the creature and takes him in as a pet of sorts .",positive
5449,"because of damage he suffered upon landing , the giant has forgotten what his original mission was , so he just follows hogarth around like a lost puppy .",positive
5450,"realizing he can't just keep the giant in a barn all the time , and that the giant needs food , he takes him to a junkyard owned by dean ( harry connick jr . ) , an eccentric artist who assembles sculptures out of scrap iron in his spare time .",positive
5451,"it soon becomes apparent that dean and hogarth can't keep the giant a secret forever , because a government spook named kent mansley ( christopher mcdonald ) has been brought in to investigate mysterious sightings in the surrounding forest area and considers the giant a threat to national security .",positive
5452,"he suspects hogarth knows something about the giant , and takes up residence in hogarth's house as a lodger .",positive
5453,"meanwhile , the giant begins to exhibit ominous behavior that suggests he was built to be a weapon of some kind .",positive
5454,""" the iron giant "" is exactly what family films ought to be , because it doesn' t talk down to its audience .",positive
5455,"the story is simple , very simple , about an alien being that drops out of the sky and befriends a young boy .",positive
5456,"it's very similar to the spielberg classic "" e . t . , ' and such comparisons are actually deserved in the case of "" the iron giant . """,positive
5457,"the film holds many of the better elements of spielberg's film , such as the ability to be sentimental without turning sappy .",positive
5458,"the film delivers several serious messages , the most important of which is one's ability to choose one's own fate .",positive
5459,hogarth teaches the giant to go against his programming and become what he wants to be : a hero .,positive
5460,"the final sequence is touching and appropriate , though i won't give it away , i will say that very few will be disappointed .",positive
5461,"the animation , while not up to disney standards ( what could be , after "" tarzan "" ? ) , is good enough to make you forget you're watching a cartoon .",positive
5462,"the giant is computer-animated , while the human characters are all hand-drawn the old-fashioned way .",positive
5463,"the characters' faces are done quite well , drawn realistically enough to make the personalities credible , but the features are exaggerated so as to allow for the cartoonish expressions that provide for comic relief .",positive
5464,"fine voice work is turned in by young eli marienthal as hogarth , and jennifer aniston is surprisingly convincing as his waitress mother .",positive
5465,"harry connick jr . does a nice characterization as dean , and i really enjoyed the voice work of john mahoney ( of tv's "" frasier "" ) as an army general called in by agent mansley .",positive
5466,"unlike several cartoon features , each character is actually a developed personality , rather than a stereotype , and is actually integral to the plot , rather than being a superfluous comic-relief sidekick ( a clich ? disney still hasn't ditched ) .",positive
5467,"dean , for example , could have been a stereotypical beatnik ( his character profile seems to suggest that ) , but he is presented as a character with real emotions , thoughts , and motivations .",positive
5468,"even the heavy , agent mansley , is not a villain who does bad things simply because he wants to , but out of his own fear and paranoia .",positive
5469,"a lesser animated feature would have drawn up paper-thin stereotypes and figure the kids won't mind , but "" the iron giant "" has clearly put a little work into making the characters real , and it pays off .",positive
5470,"the film isn't only around to deliver heavy-handed messages , though .",positive
5471,"it's also very funny , and the humor is of the kind that both children and adults will enjoy .",positive
5472,"the scenes in which hogarth teaches the giant to do certain things , such as dive into a pool , are handled well , and director brad bird clearly has a sense of comic timing , having worked on "" the simpsons "" for many years .",positive
5473,"a sequence where hogarth and mansley attempt to "" outlast "" one another by trying to stay awake is very nicely timed , and also extremely clever .",positive
5474,"the film even takes some jabs at america's nuclear paranoia during the early stages of the cold war , satirizing the lame safety films shown to grade school students that tell them to "" duck and cover "" in the event of a nuclear attack .",positive
5475,""" the iron giant "" has much more of a satirical edge to it than most family films , and the edgy humor is actually quite refreshing .",positive
5476,"instead of seeing people get bonked on the head , we get well-timed , clever gags that seem to have required some imagination to come up with .",positive
5477,"when you get right down to it , "" the iron giant "" is no more than the story of a boy and his robot .",positive
5478,"the story is so straightforward , so quaint , that it ultimately becomes charming .",positive
5479,"though i enjoy the complex plotting of film noir as much as the next person , when it comes to family entertainment , simple is the way to go .",positive
5480,"it's akin to one of those bedtime stories your father told that had you hanging on his every word , but it's not the story that sets the film above others of its kind , but rather the elements that go into the story , namely real characters and thoughtful dialogue , which "" the iron giant "" has in spades .",positive
5481,"susan granger's review of "" the closet "" ( miramax films )",positive
5482,"in this hilarious french farce , a shy , boring accountant ( daniel auteil ) named francois pignon discovers he's going to be fired from his job at a condom factory .",positive
5483,"lonely and distraught , he contemplates suicide .",positive
5484,"but then he runs into belone ( michel aumont ) , an elderly homosexual neighbor , who suggests a "" sex discrimination "" lawsuit to intimidate management .",positive
5485,"as evidence , belone concocts provocative photographs of pignon locked in a leather-clad embrace with another man and mails them anonymously to pignon's boss .",positive
5486,"when the racy snapshots start circulating around the factory , not only does pignon get his job back but he suddenly finds himself the focus of attention as an openly gay man .",positive
5487,"his lusty supervisor ( michele laroque ) is so intrigued that she wonders if , perhaps , she could change his sexual preferences .",positive
5488,even his ex-wife ( alexandra vandernoot ) and indifferent teenage son ( stanislas crevillen ) drop their disdain .,positive
5489,but not everyone is enchanted .,positive
5490,"a mucho macho co-worker felix ( gerard depardieu ) , a self-righteous homophobe , is stunned and repulsed when he's forced by the pr director ( thierry lhermite ) to grovel and court pignon's friendship or risk losing his own job .",positive
5491,"writer/director francis verber artfully milks the farcical comedy as he dissects the hypocrisy of political correctness , veering off-track only occasionally into pedophilia .",positive
